Order ID , Order Item ID , Order YearMonth , Order Year , Order Month , Order Day ,Order Time,Order Quantity,Product Department,Product Category,Product Name, Customer ID ,Customer Market,Customer Region,Customer Country,Warehouse Country,Shipment Year,Shipment Month,Shipment Day,Shipment Mode, Shipment Days - Scheduled , Gross Sales , Discount % , Profit ,date,date_order,date_ship,Temps de traitements Commande-Livraison (Jours)
17675,44156,201509,2015,9,15,23:59,4,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,6818,Europe,Western Europe,Netherlands,USA,2015,9,17,First Class,1,160,0.16,97,15/09/2015,15/09/2015,17/09/2015,2
17681,44172,201509,2015,9,16,02:05,1,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,5644,Europe,Western Europe,Germany,Puerto Rico,2015,9,18,Second Class,2,50,0.2,125,16/09/2015,16/09/2015,18/09/2015,2
17683,44174,201509,2015,9,16,02:47,3,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,9220,Europe,Western Europe,France,USA,2015,9,20,Standard Class,4,150,0.12,125,16/09/2015,16/09/2015,20/09/2015,4
17685,44181,201509,2015,9,16,03:29,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,3843,Europe,Western Europe,France,Puerto Rico,2015,9,22,Standard Class,4,50,  -  ,125,16/09/2015,16/09/2015,22/09/2015,6
17688,44187,201505,2015,5,3,03:40,3,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,6173,Europe,Western Europe,France,Puerto Rico,2015,5,8,Standard Class,4,300,0.18,245,03/05/2015,03/05/2015,08/05/2015,5
17691,44199,201509,2015,9,16,05:35,4,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,11415,Europe,Southern Europe,Spain,USA,2015,9,18,First Class,1,240,0.18,147,16/09/2015,16/09/2015,18/09/2015,2
17693,44206,201503,2015,3,3,17:36,2,Fitness,Tennis & Racquet,Nike Men's Comfort 2 Slide,8124,Europe,Northern Europe,United Kingdom,USA,2015,3,5,Second Class,2,90,0.25,106,03/03/2015,03/03/2015,05/03/2015,2
17698,44214,201509,2015,9,16,08:02,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,5263,Europe,Southern Europe,Spain,USA,2015,9,20,Standard Class,4,200,0.18,100,16/09/2015,16/09/2015,20/09/2015,4
17801,44474,201509,2015,9,17,20:07,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,11068,Europe,Western Europe,Germany,USA,2015,9,18,Same Day,3,130,0.15,65,17/09/2015,17/09/2015,18/09/2015,1
17803,44480,201503,2015,3,25,15:49,5,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,8781,Europe,Western Europe,France,USA,2015,3,26,First Class,1,300,0.01,147,25/03/2015,25/03/2015,26/03/2015,1
17805,44485,201509,2015,9,17,21:32,3,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,2891,Europe,Northern Europe,Ireland,USA,2015,9,19,First Class,1,150,0.04,125,17/09/2015,17/09/2015,19/09/2015,2
17813,44500,201509,2015,9,18,00:20,4,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,11942,Europe,Western Europe,France,Puerto Rico,2015,9,22,Second Class,2,240,0.13,147,18/09/2015,18/09/2015,22/09/2015,4
17815,44508,201508,2015,8,19,03:31,3,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,8289,Europe,Western Europe,Germany,USA,2015,8,22,Standard Class,4,150,0.02,125,19/08/2015,19/08/2015,22/08/2015,3
17816,44510,201509,2015,9,18,01:23,2,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,4931,Europe,Western Europe,Germany,USA,2015,10,20,Second Class,2,100,0.01,125,18/09/2015,18/09/2015,20/10/2015,32
17818,44516,201509,2015,9,18,02:05,2,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,6221,Europe,Western Europe,France,USA,2015,9,22,Second Class,2,100,0.2,125,18/09/2015,18/09/2015,22/09/2015,4
17821,44522,201509,2015,9,18,03:08,5,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,5368,Europe,Western Europe,France,USA,2015,9,18,Same Day,3,250,0.25,125,18/09/2015,18/09/2015,18/09/2015,0
17823,44524,201509,2015,9,18,03:50,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,9934,Europe,Southern Europe,Spain,USA,2015,9,18,Same Day,3,130,0.03,65,18/09/2015,18/09/2015,18/09/2015,0
17825,44532,201509,2015,9,18,04:32,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,10265,Europe,Southern Europe,Spain,USA,2015,9,20,First Class,1,130,0.01,65,18/09/2015,18/09/2015,20/09/2015,2
17826,44533,201507,2015,7,18,04:16,1,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,12317,Europe,Western Europe,Germany,Puerto Rico,2015,7,21,First Class,1,100,0.18,245,18/07/2015,18/07/2015,21/07/2015,3
17828,44539,201509,2015,9,18,05:35,5,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,8978,Europe,Western Europe,France,USA,2015,9,22,Second Class,2,500,0.18,245,18/09/2015,18/09/2015,22/09/2015,4
17831,44547,201509,2015,9,18,06:38,4,Golf,Girls' Apparel,TYR Boys' Team Digi Jammer,8041,Europe,Western Europe,Germany,Puerto Rico,2015,9,20,Standard Class,4,160,0.06,94,18/09/2015,18/09/2015,20/09/2015,2
17833,44552,201508,2015,8,12,14:34,5,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,5140,Europe,Western Europe,France,USA,2015,8,17,Standard Class,4,300,0.2,147,12/08/2015,12/08/2015,17/08/2015,5
17835,44559,201502,2015,2,22,11:50,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,6568,Europe,Western Europe,Germany,USA,2015,2,25,Standard Class,4,150,0.04,125,22/02/2015,22/02/2015,25/02/2015,3
17836,44564,201509,2015,9,18,08:23,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,4282,Europe,Northern Europe,United Kingdom,USA,2015,9,20,Standard Class,4,130,0.16,65,18/09/2015,18/09/2015,20/09/2015,2
17838,44568,201509,2015,9,18,09:05,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,1588,Europe,Northern Europe,United Kingdom,Puerto Rico,2015,9,22,Standard Class,4,300,0.12,150,18/09/2015,18/09/2015,22/09/2015,4
17841,44575,201509,2015,9,18,10:08,2,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,2760,Europe,Western Europe,Germany,USA,2015,9,20,Standard Class,4,100,0.17,125,18/09/2015,18/09/2015,20/09/2015,2
17843,44578,201509,2015,9,18,10:50,4,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,5003,Europe,Northern Europe,Ireland,USA,2015,9,18,Same Day,3,200,0.25,125,18/09/2015,18/09/2015,18/09/2015,0
17845,44583,201509,2015,9,18,11:32,1,Outdoors,Accessories,Team Golf San Francisco Giants Putter Grip,3172,Europe,Northern Europe,Ireland,USA,2015,9,24,Standard Class,4,25,0.16,57,18/09/2015,18/09/2015,24/09/2015,6
17846,44588,201506,2015,6,9,17:49,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,3222,Europe,Western Europe,France,USA,2015,6,14,Standard Class,4,130,0.12,65,09/06/2015,09/06/2015,14/06/2015,5
17848,44592,201509,2015,9,18,12:35,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,3351,Europe,Western Europe,France,Puerto Rico,2015,9,22,Standard Class,4,200,0.17,100,18/09/2015,18/09/2015,22/09/2015,4
17851,44603,201509,2015,9,18,13:39,5,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,9985,Europe,Western Europe,France,USA,2015,9,19,Same Day,3,200,0.2,97,18/09/2015,18/09/2015,19/09/2015,1
17853,44604,201509,2015,9,18,14:21,5,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,710,Europe,Western Europe,France,USA,2015,9,22,Standard Class,4,200,0.18,97,18/09/2015,18/09/2015,22/09/2015,4
17855,44609,201509,2015,9,18,15:03,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,5363,Europe,Western Europe,France,USA,2015,9,24,Standard Class,4,200,0.13,100,18/09/2015,18/09/2015,24/09/2015,6
17856,44612,201509,2015,9,18,15:24,3,Golf,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,9505,Europe,Western Europe,France,USA,2015,9,20,Standard Class,4,90,0.09,63,18/09/2015,18/09/2015,20/09/2015,2
17858,44616,201509,2015,9,18,16:06,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4651,Europe,Western Europe,France,Puerto Rico,2015,9,22,Standard Class,4,400,0.01,200,18/09/2015,18/09/2015,22/09/2015,4
17861,44624,201509,2015,9,18,17:09,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4985,Europe,Western Europe,Netherlands,Puerto Rico,2015,9,20,Standard Class,4,400,  -  ,200,18/09/2015,18/09/2015,20/09/2015,2
17863,44629,201509,2015,9,18,17:51,2,Outdoors,Trade-In,Glove It Urban Brick Golf Towel,307,Europe,Western Europe,France,USA,2015,9,22,Standard Class,4,32,0.16,31,18/09/2015,18/09/2015,22/09/2015,4
17866,44637,201509,2015,9,18,18:54,5,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,866,Europe,Western Europe,Germany,USA,2015,9,20,Standard Class,4,200,0.17,97,18/09/2015,18/09/2015,20/09/2015,2
17871,44643,201608,2016,8,24,01:26,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2922,Europe,Southern Europe,Spain,Puerto Rico,2016,8,26,Standard Class,4,400,0.17,200,24/08/2016,24/08/2016,26/08/2016,2
17873,44646,201509,2015,9,6,00:42,2,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,4551,Europe,Northern Europe,Sweden,Puerto Rico,2015,9,6,Second Class,2,120,0.12,147,06/09/2015,06/09/2015,06/09/2015,0
17875,44655,201509,2015,9,18,22:03,2,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,3138,Europe,Western Europe,France,USA,2015,9,24,Second Class,2,100,0.15,125,18/09/2015,18/09/2015,24/09/2015,6
17876,44657,201509,2015,9,18,22:24,5,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,2740,Europe,Western Europe,France,Puerto Rico,2015,9,20,Second Class,2,500,0.16,245,18/09/2015,18/09/2015,20/09/2015,2
17878,44667,201511,2015,11,17,08:18,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,1459,Europe,Western Europe,France,Puerto Rico,2015,11,17,Second Class,2,130,0.04,65,17/11/2015,17/11/2015,17/11/2015,0
17881,44674,201509,2015,9,19,00:09,5,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,7829,Europe,Western Europe,Germany,USA,2015,9,21,Second Class,2,250,0.15,125,19/09/2015,19/09/2015,21/09/2015,2
17883,44682,201502,2015,2,15,01:30,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8658,Europe,Western Europe,France,Puerto Rico,2015,2,19,Second Class,2,400,0.12,200,15/02/2015,15/02/2015,19/02/2015,4
17885,44685,201602,2016,2,6,04:31,2,Golf,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,10250,Europe,Western Europe,France,USA,2016,2,11,First Class,1,60,0.18,71,06/02/2016,06/02/2016,11/02/2016,5
17888,44688,201509,2015,9,19,02:36,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,5863,Europe,Western Europe,France,USA,2015,9,23,Standard Class,4,300,  -  ,150,19/09/2015,19/09/2015,23/09/2015,4
17891,44700,201504,2015,4,11,11:04,4,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,4482,Europe,Western Europe,Belgium,Puerto Rico,2015,4,15,Standard Class,4,160,0.03,97,11/04/2015,11/04/2015,15/04/2015,4
17895,44705,201509,2015,9,19,05:03,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,8090,Europe,Western Europe,France,USA,2015,9,25,Standard Class,4,130,0.25,65,19/09/2015,19/09/2015,25/09/2015,6
17896,44711,201509,2015,9,19,05:24,1,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,1500,Europe,Western Europe,France,Puerto Rico,2015,9,21,Standard Class,4,60,0.05,147,19/09/2015,19/09/2015,21/09/2015,2
17898,44712,201509,2015,9,19,06:06,2,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,8045,Europe,Western Europe,Germany,USA,2015,9,21,First Class,1,200,0.1,245,19/09/2015,19/09/2015,21/09/2015,2
17901,44713,201509,2015,9,19,07:10,3,Outdoors,Golf Balls,Glove It Women's Imperial Golf Glove,12327,Europe,Southern Europe,Italy,Puerto Rico,2015,9,21,First Class,1,60,0.1,44,19/09/2015,19/09/2015,21/09/2015,2
17903,44717,201509,2015,9,19,07:52,2,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,6536,Europe,Southern Europe,Spain,USA,2015,9,23,Standard Class,4,100,0.07,125,19/09/2015,19/09/2015,23/09/2015,4
17905,44721,201507,2015,7,27,22:39,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,1923,Europe,Western Europe,Germany,Puerto Rico,2015,7,29,Standard Class,4,130,0.18,65,27/07/2015,27/07/2015,29/07/2015,2
17906,44726,201503,2015,3,8,01:39,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,7428,Europe,Western Europe,Germany,Puerto Rico,2015,3,11,Standard Class,4,300,0.17,150,08/03/2015,08/03/2015,11/03/2015,3
17908,44730,201509,2015,9,19,09:37,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1903,Europe,Western Europe,Germany,USA,2015,9,23,Standard Class,4,400,0.09,200,19/09/2015,19/09/2015,23/09/2015,4
17911,44742,201607,2016,7,29,19:41,2,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,3795,Europe,Northern Europe,United Kingdom,Puerto Rico,2016,7,31,Standard Class,4,100,0.13,125,29/07/2016,29/07/2016,31/07/2016,2
17913,44747,201704,2017,4,21,09:30,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,6399,Europe,Northern Europe,United Kingdom,USA,2017,4,27,Standard Class,4,130,0.09,65,21/04/2017,21/04/2017,27/04/2017,6
17915,44750,201509,2015,9,19,12:04,2,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,696,Europe,Northern Europe,United Kingdom,Puerto Rico,2015,9,25,Standard Class,4,200,0.09,245,19/09/2015,19/09/2015,25/09/2015,6
17916,44757,201508,2015,8,28,15:15,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,538,Europe,Northern Europe,United Kingdom,USA,2015,8,31,Standard Class,4,200,0.2,100,28/08/2015,28/08/2015,31/08/2015,3
17918,44763,201507,2015,7,23,18:27,2,Outdoors,Electronics,Titleist Pro V1x High Numbers Golf Balls,3660,Europe,Northern Europe,Ireland,USA,2015,7,24,First Class,1,96,0.03,104,23/07/2015,23/07/2015,24/07/2015,1
17925,44775,201509,2015,9,19,15:34,2,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,7357,Europe,Northern Europe,United Kingdom,Puerto Rico,2016,11,20,Standard Class,4,200,0.07,245,19/09/2015,19/09/2015,20/11/2016,428
17926,44780,201509,2015,9,19,15:55,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,1740,Europe,Western Europe,Germany,USA,2015,9,21,Standard Class,4,200,0.15,100,19/09/2015,19/09/2015,21/09/2015,2
17928,44787,201508,2015,8,31,05:58,5,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,11630,Europe,Southern Europe,Italy,USA,2015,9,2,Same Day,3,300,0.13,147,31/08/2015,31/08/2015,02/09/2015,2
17931,44795,201709,2017,9,8,07:12,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,3639,Europe,Southern Europe,Spain,USA,2017,9,13,Standard Class,4,130,0.04,65,08/09/2017,08/09/2017,13/09/2017,5
17935,44801,201509,2015,9,19,19:04,2,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,8531,Europe,Western Europe,Germany,Puerto Rico,2015,9,25,Standard Class,4,100,0.06,125,19/09/2015,19/09/2015,25/09/2015,6
17938,44807,201509,2015,9,19,20:07,4,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,693,Europe,Western Europe,France,Puerto Rico,2015,9,23,Standard Class,4,240,0.03,147,19/09/2015,19/09/2015,23/09/2015,4
17941,44816,201509,2015,9,19,21:10,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,4596,Europe,Southern Europe,Italy,USA,2016,12,8,First Class,1,300,0.06,150,19/09/2015,19/09/2015,08/12/2016,446
17943,44822,201509,2015,9,19,21:52,1,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,1310,Europe,Western Europe,France,USA,2015,9,21,First Class,1,40,0.06,97,19/09/2015,19/09/2015,21/09/2015,2
17945,44829,201509,2015,9,19,22:34,4,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,5032,Europe,Western Europe,Germany,Puerto Rico,2015,9,25,Second Class,2,200,0.18,125,19/09/2015,19/09/2015,25/09/2015,6
17951,44842,201509,2015,9,20,00:41,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,9738,Europe,Western Europe,France,USA,2015,9,22,Standard Class,4,300,0.03,150,20/09/2015,20/09/2015,22/09/2015,2
17953,44852,201509,2015,9,20,01:23,4,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,1099,Europe,Southern Europe,Spain,USA,2015,9,24,Standard Class,4,240,0.02,147,20/09/2015,20/09/2015,24/09/2015,4
17955,44859,201508,2015,8,14,08:16,5,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,2015,Europe,Northern Europe,United Kingdom,USA,2015,8,18,Standard Class,4,200,0.13,97,14/08/2015,14/08/2015,18/08/2015,4
17956,44860,201509,2015,9,20,02:26,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3635,Europe,Northern Europe,United Kingdom,USA,2015,9,22,Standard Class,4,400,0.17,200,20/09/2015,20/09/2015,22/09/2015,2
17958,44862,201507,2015,7,25,06:11,4,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,5173,Europe,Southern Europe,Italy,USA,2015,7,28,Second Class,2,200,0.17,125,25/07/2015,25/07/2015,28/07/2015,3
17961,44871,201509,2015,9,20,04:11,2,Fitness,Baseball & Softball,adidas Men's F10 Messi TRX FG Soccer Cleat,3910,Europe,Southern Europe,Italy,Puerto Rico,2015,9,22,Standard Class,4,120,0.01,135,20/09/2015,20/09/2015,22/09/2015,2
17963,44880,201610,2016,10,6,11:00,5,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,11778,Europe,Western Europe,France,USA,2016,10,11,Standard Class,4,250,0.05,125,06/10/2016,06/10/2016,11/10/2016,5
17966,44882,201508,2015,8,27,04:13,2,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,5020,Europe,Western Europe,Germany,USA,2015,8,30,Same Day,3,100,0.04,125,27/08/2015,27/08/2015,30/08/2015,3
17971,44895,201505,2015,5,5,17:20,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,8092,Europe,Western Europe,Germany,USA,2015,5,7,Standard Class,4,150,0.18,125,05/05/2015,05/05/2015,07/05/2015,2
17973,44903,201509,2015,9,20,08:23,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,12432,Europe,Northern Europe,United Kingdom,Puerto Rico,2015,9,24,Standard Class,4,200,0.25,100,20/09/2015,20/09/2015,24/09/2015,4
17978,44918,201509,2015,9,20,10:08,3,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,6108,Europe,Southern Europe,Italy,USA,2015,9,24,Second Class,2,150,0.17,125,20/09/2015,20/09/2015,24/09/2015,4
17981,44923,201509,2015,9,20,11:11,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,9584,Europe,Western Europe,Netherlands,USA,2015,9,22,First Class,1,130,0.12,65,20/09/2015,20/09/2015,22/09/2015,2
17983,44928,201609,2016,9,28,04:21,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,10974,Europe,Southern Europe,Italy,USA,2016,10,1,First Class,1,150,0.15,125,28/09/2016,28/09/2016,01/10/2016,3
17985,44930,201509,2015,9,20,12:35,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,3529,Europe,Western Europe,France,USA,2015,9,26,Standard Class,4,200,0.13,100,20/09/2015,20/09/2015,26/09/2015,6
17986,44936,201509,2015,9,20,12:56,1,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,7607,Europe,Western Europe,France,Puerto Rico,2015,9,23,Standard Class,4,50,0.13,125,20/09/2015,20/09/2015,23/09/2015,3
17988,44943,201509,2015,9,20,13:38,2,Outdoors,Accessories,Team Golf San Francisco Giants Putter Grip,8313,Europe,Northern Europe,United Kingdom,USA,2015,9,24,Standard Class,4,50,0.18,57,20/09/2015,20/09/2015,24/09/2015,4
17991,44952,201509,2015,9,20,14:41,4,Outdoors,Electronics,Titleist Pro V1x High Numbers Personalized Go,241,Europe,Western Europe,France,USA,2016,1,28,Standard Class,4,208,0.01,122,20/09/2015,20/09/2015,28/01/2016,130
17993,44957,201509,2015,9,20,15:23,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,5631,Europe,Northern Europe,United Kingdom,USA,2015,9,24,Standard Class,4,200,0.09,100,20/09/2015,20/09/2015,24/09/2015,4
17996,44961,201509,2015,9,20,16:27,2,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,5594,Europe,Northern Europe,Denmark,Puerto Rico,2015,9,22,Standard Class,4,100,0.02,125,20/09/2015,20/09/2015,22/09/2015,2
17998,44968,201509,2015,9,20,17:09,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,5559,Europe,Southern Europe,Italy,USA,2015,9,24,Second Class,2,200,0.06,100,20/09/2015,20/09/2015,24/09/2015,4
19001,47500,201510,2015,10,5,08:32,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,11056,Europe,Northern Europe,United Kingdom,USA,2015,10,7,Standard Class,4,300,  -  ,150,05/10/2015,05/10/2015,07/10/2015,2
19005,47511,201507,2015,7,29,14:56,5,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,7139,Europe,Western Europe,Belgium,USA,2017,4,11,Second Class,2,250,0.02,125,29/07/2015,29/07/2015,11/04/2017,622
19006,47513,201510,2015,10,5,10:17,5,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,10265,Europe,Southern Europe,Italy,USA,2015,10,7,Second Class,2,250,0.01,125,05/10/2015,05/10/2015,07/10/2015,2
19008,47516,201510,2015,10,5,10:59,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,2211,Europe,Northern Europe,United Kingdom,Puerto Rico,2015,10,9,Standard Class,4,200,0.13,100,05/10/2015,05/10/2015,09/10/2015,4
19013,47532,201510,2015,10,5,12:45,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6529,Europe,Western Europe,France,Puerto Rico,2015,10,6,Same Day,3,400,0.07,200,05/10/2015,05/10/2015,06/10/2015,1
19016,47540,201507,2015,7,24,09:10,1,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,2218,Europe,Southern Europe,Italy,USA,2015,7,27,Same Day,3,60,0.18,147,24/07/2015,24/07/2015,27/07/2015,3
19018,47542,201511,2015,11,9,03:04,3,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,4676,Europe,Northern Europe,United Kingdom,USA,2016,4,7,Same Day,3,180,0.04,147,09/11/2015,09/11/2015,07/04/2016,150
19023,47552,201510,2015,10,5,16:15,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,10159,Europe,Western Europe,France,USA,2015,10,9,Standard Class,4,300,0.15,150,05/10/2015,05/10/2015,09/10/2015,4
19025,47556,201509,2015,9,6,17:10,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,4015,Europe,Southern Europe,Italy,USA,2015,9,11,Standard Class,4,200,0.07,100,06/09/2015,06/09/2015,11/09/2015,5
19026,47560,201510,2015,10,5,17:18,5,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,8427,Europe,Northern Europe,United Kingdom,USA,2015,10,7,Second Class,2,250,0.25,125,05/10/2015,05/10/2015,07/10/2015,2
19028,47563,201510,2015,10,5,18:00,5,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,635,Europe,Western Europe,France,Puerto Rico,2016,10,29,Standard Class,4,500,0.01,245,05/10/2015,05/10/2015,29/10/2016,390
19033,47573,201510,2015,10,4,09:25,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,12032,Europe,Western Europe,Germany,USA,2016,2,26,First Class,1,130,0.01,65,04/10/2015,04/10/2015,26/02/2016,145
19035,47579,201510,2015,10,5,20:27,1,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,10679,Europe,Western Europe,Germany,Puerto Rico,2015,10,11,Standard Class,4,50,0.01,125,05/10/2015,05/10/2015,11/10/2015,6
19036,47582,201510,2015,10,5,20:48,3,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,9063,Europe,Western Europe,Austria,USA,2015,10,7,Standard Class,4,300,0.17,245,05/10/2015,05/10/2015,07/10/2015,2
19041,47593,201609,2016,9,17,15:25,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,12014,Europe,Western Europe,Austria,Puerto Rico,2016,9,23,Standard Class,4,130,0.2,65,17/09/2016,17/09/2016,23/09/2016,6
19043,47596,201504,2015,4,29,05:47,4,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,7944,Europe,Northern Europe,United Kingdom,Puerto Rico,2015,5,1,Standard Class,4,160,0.2,97,29/04/2015,29/04/2015,01/05/2015,2
19045,47600,201510,2015,10,5,23:57,1,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,10703,Europe,Western Europe,France,Puerto Rico,2015,10,11,Standard Class,4,60,0.15,147,05/10/2015,05/10/2015,11/10/2015,6
19046,47604,201505,2015,5,6,20:40,4,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,614,Europe,Western Europe,Germany,Puerto Rico,2015,5,10,Standard Class,4,160,0.18,97,06/05/2015,06/05/2015,10/05/2015,4
19048,47613,201503,2015,3,29,07:45,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,3900,Europe,Southern Europe,Italy,USA,2015,4,2,Standard Class,4,200,0.02,100,29/03/2015,29/03/2015,02/04/2015,4
19051,47623,201503,2015,3,21,10:13,3,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,11570,Europe,Southern Europe,Spain,USA,2015,3,24,Standard Class,4,96,0.12,69,21/03/2015,21/03/2015,24/03/2015,3
19053,47626,201510,2015,10,6,02:45,4,Outdoors,Golf Shoes,LIJA Women's Eyelet Sleeveless Golf Polo,1846,Europe,Western Europe,France,USA,2015,10,10,Standard Class,4,260,0.15,143,06/10/2015,06/10/2015,10/10/2015,4
